START TRAINING DENOISER AT:  1278929272623
Iter 411: MSE - 0.48842135071754456
Iter 412: MSE - 0.5016558766365051
Iter 413: MSE - 0.49273133277893066
Iter 414: MSE - 0.48975905776023865
Iter 415: MSE - 0.4947822690010071
Iter 416: MSE - 0.4915490746498108
Iter 417: MSE - 0.4957869052886963
Iter 418: MSE - 0.5008808970451355
Iter 419: MSE - 0.4938329756259918
Iter 420: MSE - 0.4921998977661133
Iter 421: MSE - 0.49846622347831726
Iter 422: MSE - 0.5019335746765137
Iter 423: MSE - 0.49408918619155884
Iter 424: MSE - 0.4939640462398529
Iter 425: MSE - 0.4994376003742218
Iter 426: MSE - 0.500171959400177
Iter 427: MSE - 0.49423062801361084
Iter 428: MSE - 0.4935913383960724
Iter 429: MSE - 0.49146997928619385
Iter 430: MSE - 0.49515438079833984
Iter 431: MSE - 0.4921301603317261
Iter 432: MSE - 0.5016069412231445
Iter 433: MSE - 0.49296677112579346
Iter 434: MSE - 0.48766112327575684
Iter 435: MSE - 0.49558430910110474
Iter 436: MSE - 0.5006788372993469
Iter 437: MSE - 0.49869734048843384
Iter 438: MSE - 0.4958561956882477
Iter 439: MSE - 0.4975765347480774
Iter 440: MSE - 0.48705238103866577
Iter 441: MSE - 0.4946005344390869
Iter 442: MSE - 0.49540963768959045
Iter 443: MSE - 0.4956311285495758
Iter 444: MSE - 0.49317896366119385
Iter 445: MSE - 0.4974523186683655
Iter 446: MSE - 0.49837180972099304
Iter 447: MSE - 0.49534088373184204
Iter 448: MSE - 0.504177987575531
Iter 449: MSE - 0.4946080446243286
Iter 450: MSE - 0.49452364444732666
Iter 451: MSE - 0.49543237686157227
Iter 452: MSE - 0.49175524711608887
Iter 453: MSE - 0.5002294778823853
Iter 454: MSE - 0.4992024898529053
Iter 455: MSE - 0.4839010238647461
Iter 456: MSE - 0.497573584318161
Iter 457: MSE - 0.49384012818336487
Iter 458: MSE - 0.4949573874473572
Iter 459: MSE - 0.4928903877735138
Iter 460: MSE - 0.4873330891132355
Iter 461: MSE - 0.4935186207294464
Iter 462: MSE - 0.4941971004009247
Iter 463: MSE - 0.497321754693985
Iter 464: MSE - 0.4984154999256134
Iter 465: MSE - 0.4959432780742645
Iter 466: MSE - 0.5047619342803955
Iter 467: MSE - 0.4966435730457306
Iter 468: MSE - 0.48900771141052246
Iter 469: MSE - 0.5036609768867493
Iter 470: MSE - 0.4974936842918396
Iter 471: MSE - 0.5009661912918091
Iter 472: MSE - 0.4971812665462494
Iter 473: MSE - 0.497920423746109
Iter 474: MSE - 0.4895775020122528
Iter 475: MSE - 0.49076047539711
Iter 476: MSE - 0.4906073808670044
Iter 477: MSE - 0.49581223726272583
Iter 478: MSE - 0.4971095323562622
Iter 479: MSE - 0.4947783052921295
Iter 480: MSE - 0.4964660704135895
Iter 481: MSE - 0.4949965178966522
Iter 482: MSE - 0.4922258257865906
Iter 483: MSE - 0.502927303314209
Iter 484: MSE - 0.49885886907577515
Iter 485: MSE - 0.495632141828537
Iter 486: MSE - 0.4921543300151825
Iter 487: MSE - 0.49099090695381165
Iter 488: MSE - 0.5031500458717346
Iter 489: MSE - 0.49165305495262146
Iter 490: MSE - 0.4976251721382141
Iter 491: MSE - 0.49178546667099
Iter 492: MSE - 0.49110937118530273
Iter 493: MSE - 0.4932445287704468
Iter 494: MSE - 0.4967552721500397
Iter 495: MSE - 0.49825137853622437
Iter 496: MSE - 0.4902627170085907
Iter 497: MSE - 0.4949762225151062
Iter 498: MSE - 0.49997055530548096
Iter 499: MSE - 0.49405089020729065
Iter 500: MSE - 0.5005165934562683
Iter 501: MSE - 0.4960683286190033
Iter 502: MSE - 0.4984966218471527
Iter 503: MSE - 0.501539409160614
Iter 504: MSE - 0.49402186274528503
Iter 505: MSE - 0.49109965562820435
Iter 506: MSE - 0.4974479377269745
Iter 507: MSE - 0.49876347184181213
Iter 508: MSE - 0.49969393014907837
Iter 509: MSE - 0.4962894320487976
Iter 510: MSE - 0.49066078662872314
Iter 511: MSE - 0.4972926676273346
Iter 512: MSE - 0.5004805326461792
Iter 513: MSE - 0.5002824664115906
Iter 514: MSE - 0.489892840385437
Iter 515: MSE - 0.4920409917831421
Iter 516: MSE - 0.4936903715133667
Iter 517: MSE - 0.49840232729911804
Validating Denoiser. Epoch: 1
Denoiser Model is saved at epoch 1
Training Denoiser. Epoch: 2
Iter 518: MSE - 0.4997764229774475
Iter 519: MSE - 0.4925755560398102
Iter 520: MSE - 0.4938054382801056
Iter 521: MSE - 0.4936743974685669
Iter 522: MSE - 0.49889451265335083
Iter 523: MSE - 0.4922984540462494
Iter 524: MSE - 0.49476832151412964
Iter 525: MSE - 0.49928486347198486
Iter 526: MSE - 0.5003322958946228
Iter 527: MSE - 0.4960154592990875
Iter 528: MSE - 0.502252995967865
Iter 529: MSE - 0.496609091758728
Iter 530: MSE - 0.5123658180236816
Iter 531: MSE - 0.4884961247444153
Iter 532: MSE - 0.49910518527030945
Iter 533: MSE - 0.49716344475746155
Iter 534: MSE - 0.4987964332103729
Iter 535: MSE - 0.4979602098464966
Iter 536: MSE - 0.4912075102329254
Iter 537: MSE - 0.4959372878074646
Iter 538: MSE - 0.49419328570365906
Iter 539: MSE - 0.49664780497550964
Iter 540: MSE - 0.49438467621803284
Iter 541: MSE - 0.4974974989891052
Iter 542: MSE - 0.5035207867622375
Iter 543: MSE - 0.49902743101119995
Iter 544: MSE - 0.4969129264354706
Iter 545: MSE - 0.4989693760871887
Iter 546: MSE - 0.496967077255249
Iter 547: MSE - 0.49626103043556213
Iter 548: MSE - 0.4948258399963379
Iter 549: MSE - 0.49851012229919434
Iter 550: MSE - 0.4954594373703003
Iter 551: MSE - 0.4945898652076721
Iter 552: MSE - 0.49311363697052
Iter 553: MSE - 0.49583500623703003
Iter 554: MSE - 0.5012904405593872
Iter 555: MSE - 0.49469953775405884
Iter 556: MSE - 0.4918312430381775
Iter 557: MSE - 0.49905794858932495
Iter 558: MSE - 0.5005433559417725
Iter 559: MSE - 0.4941748380661011
Iter 560: MSE - 0.4976542890071869
Iter 561: MSE - 0.49324512481689453
Iter 562: MSE - 0.492943674325943
Iter 563: MSE - 0.49614712595939636
Iter 564: MSE - 0.49699512124061584
Iter 565: MSE - 0.49453601241111755
Iter 566: MSE - 0.49038562178611755
Iter 567: MSE - 0.4963257908821106
Iter 568: MSE - 0.49564340710639954
Iter 569: MSE - 0.4954010546207428
Iter 570: MSE - 0.4997295141220093
Iter 571: MSE - 0.4861249029636383
Iter 572: MSE - 0.4926251471042633
Iter 573: MSE - 0.49791839718818665
Iter 574: MSE - 0.49535512924194336
Iter 575: MSE - 0.495891809463501
Iter 576: MSE - 0.49919527769088745
Iter 577: MSE - 0.49312159419059753
Iter 578: MSE - 0.49673765897750854
Iter 579: MSE - 0.49652722477912903
Iter 580: MSE - 0.48973459005355835
Iter 581: MSE - 0.49014896154403687
Iter 582: MSE - 0.4910498261451721
Iter 583: MSE - 0.49594488739967346
Iter 584: MSE - 0.4948233664035797
Iter 585: MSE - 0.49614641070365906
Iter 586: MSE - 0.4947752058506012
Iter 587: MSE - 0.4977444112300873
Iter 588: MSE - 0.4953308403491974
Iter 589: MSE - 0.5012104511260986
Iter 590: MSE - 0.4999815821647644
Iter 591: MSE - 0.4954608380794525
Iter 592: MSE - 0.5021780729293823
Iter 593: MSE - 0.4951825737953186
Iter 594: MSE - 0.5016944408416748
Iter 595: MSE - 0.49554887413978577
Iter 596: MSE - 0.4909152388572693
Iter 597: MSE - 0.49271300435066223
Iter 598: MSE - 0.5009986162185669
Iter 599: MSE - 0.4975704252719879
Iter 600: MSE - 0.4950619339942932
Iter 601: MSE - 0.4930584728717804
Iter 602: MSE - 0.4951031506061554
Iter 603: MSE - 0.4973863959312439
Iter 604: MSE - 0.4905366599559784
Iter 605: MSE - 0.4947083294391632
Iter 606: MSE - 0.49843132495880127
Iter 607: MSE - 0.4933914244174957
Iter 608: MSE - 0.48994672298431396
Iter 609: MSE - 0.4965847432613373
Iter 610: MSE - 0.4965808391571045
Iter 611: MSE - 0.4904264509677887
Iter 612: MSE - 0.4958736300468445
Iter 613: MSE - 0.497811883687973
Iter 614: MSE - 0.4976138770580292
Iter 615: MSE - 0.49282756447792053
Iter 616: MSE - 0.49131372570991516
Iter 617: MSE - 0.4958828389644623
Iter 618: MSE - 0.49296560883522034
Iter 619: MSE - 0.4949553310871124
Iter 620: MSE - 0.5000844597816467
Iter 621: MSE - 0.4970106780529022
Iter 622: MSE - 0.4841894507408142
Iter 623: MSE - 0.5007736682891846
Iter 624: MSE - 0.4995601177215576
Iter 625: MSE - 0.4971475601196289
Iter 626: MSE - 0.4927619397640228
Iter 627: MSE - 0.4992033839225769
Iter 628: MSE - 0.5027885437011719
Iter 629: MSE - 0.5002140402793884
Iter 630: MSE - 0.49246343970298767
Iter 631: MSE - 0.497320294380188
Iter 632: MSE - 0.49796146154403687
Iter 633: MSE - 0.4950418174266815
Iter 634: MSE - 0.49893251061439514
Iter 635: MSE - 0.49600327014923096
Iter 636: MSE - 0.495905339717865
Iter 637: MSE - 0.49191468954086304
Iter 638: MSE - 0.491441547870636
Iter 639: MSE - 0.49360066652297974
Iter 640: MSE - 0.49515992403030396
Iter 641: MSE - 0.4977739155292511
Iter 642: MSE - 0.49078845977783203
Iter 643: MSE - 0.49630966782569885
Iter 644: MSE - 0.4993661046028137
Iter 645: MSE - 0.4948572814464569
Iter 646: MSE - 0.4967987835407257
Iter 647: MSE - 0.497592955827713
Iter 648: MSE - 0.49484410881996155
Iter 649: MSE - 0.4980916678905487
Iter 650: MSE - 0.4979499876499176
Iter 651: MSE - 0.49363216757774353
Iter 652: MSE - 0.4990370571613312
Iter 653: MSE - 0.49141138792037964
Iter 654: MSE - 0.4927571713924408
Iter 655: MSE - 0.49279922246932983
Iter 656: MSE - 0.4968242049217224
Iter 657: MSE - 0.49196749925613403
Iter 658: MSE - 0.4899563193321228
Iter 659: MSE - 0.49802783131599426
Iter 660: MSE - 0.5019763112068176
Iter 661: MSE - 0.4983593225479126
Iter 662: MSE - 0.4961535334587097
Iter 663: MSE - 0.49766457080841064
Iter 664: MSE - 0.4957326352596283
Iter 665: MSE - 0.49323612451553345
Iter 666: MSE - 0.4929078221321106
Iter 667: MSE - 0.4933391809463501
Iter 668: MSE - 0.4977423846721649
Iter 669: MSE - 0.4954576790332794
Iter 670: MSE - 0.49306127429008484
Iter 671: MSE - 0.501523494720459
Iter 672: MSE - 0.4925609827041626
Iter 673: MSE - 0.49921172857284546
Iter 674: MSE - 0.4985974133014679
Iter 675: MSE - 0.4959440231323242
Iter 676: MSE - 0.4970851540565491
Iter 677: MSE - 0.4850552976131439
Iter 678: MSE - 0.49144139885902405
Iter 679: MSE - 0.49610471725463867
Iter 680: MSE - 0.4955712556838989
Iter 681: MSE - 0.48972874879837036
Iter 682: MSE - 0.49897435307502747
Iter 683: MSE - 0.4935953617095947
Iter 684: MSE - 0.49875590205192566
Iter 685: MSE - 0.5029250979423523
Iter 686: MSE - 0.4963286817073822
Iter 687: MSE - 0.5011986494064331
Iter 688: MSE - 0.48753732442855835
Iter 689: MSE - 0.49325743317604065
Iter 690: MSE - 0.4943748712539673
Iter 691: MSE - 0.4954727292060852
Iter 692: MSE - 0.5022082328796387
Iter 693: MSE - 0.496570348739624
