START TRAINING DENOISER AT:  17556847855819
Iter 130: MSE - 0.4492289423942566
Iter 131: MSE - 0.44016966223716736
Iter 132: MSE - 0.45900073647499084
Iter 133: MSE - 0.46375536918640137
Iter 134: MSE - 0.4540325999259949
Iter 135: MSE - 0.4491422176361084
Iter 136: MSE - 0.44967368245124817
Iter 137: MSE - 0.45544102787971497
Iter 138: MSE - 0.43252480030059814
Iter 139: MSE - 0.44396013021469116
Iter 140: MSE - 0.439566969871521
Iter 141: MSE - 0.44104236364364624
Iter 142: MSE - 0.4453757107257843
Iter 143: MSE - 0.44966089725494385
Iter 144: MSE - 0.45129141211509705
Iter 145: MSE - 0.45969536900520325
Iter 146: MSE - 0.44240081310272217
Iter 147: MSE - 0.4491073191165924
Iter 148: MSE - 0.4905392825603485
Iter 149: MSE - 0.4857286810874939
Iter 150: MSE - 0.4645553529262543
Iter 151: MSE - 0.4666661322116852
Iter 152: MSE - 0.4593143165111542
Iter 153: MSE - 0.44428935647010803
Iter 154: MSE - 0.44986069202423096
Iter 155: MSE - 0.4792381525039673
Iter 156: MSE - 0.4730697572231293
Iter 157: MSE - 0.44672903418540955
Iter 158: MSE - 0.4914381802082062
Iter 159: MSE - 0.45873546600341797
Iter 160: MSE - 0.46411454677581787
Iter 161: MSE - 0.45785146951675415
Iter 162: MSE - 0.4518275260925293
Iter 163: MSE - 0.446842223405838
Iter 164: MSE - 0.4487890601158142
Iter 165: MSE - 0.4348651170730591
Iter 166: MSE - 0.4702778458595276
Iter 167: MSE - 0.4576600193977356
Iter 168: MSE - 0.4431389570236206
Iter 169: MSE - 0.45740076899528503
Iter 170: MSE - 0.4587761461734772
Iter 171: MSE - 0.47125324606895447
Iter 172: MSE - 0.4361148178577423
Iter 173: MSE - 0.47236156463623047
Iter 174: MSE - 0.4866204857826233
Iter 175: MSE - 0.48219436407089233
Iter 176: MSE - 0.4768466055393219
Iter 177: MSE - 0.46324294805526733
Iter 178: MSE - 0.46424630284309387
Iter 179: MSE - 0.4638655185699463
Iter 180: MSE - 0.4423360526561737
Iter 181: MSE - 0.44565126299858093
Iter 182: MSE - 0.4554748237133026
Iter 183: MSE - 0.4406682848930359
Iter 184: MSE - 0.4331692159175873
Iter 185: MSE - 0.44769686460494995
Iter 186: MSE - 0.44434860348701477
Iter 187: MSE - 0.4336460530757904
Iter 188: MSE - 0.4287257194519043
Iter 189: MSE - 0.42718642950057983
Iter 190: MSE - 0.4343779981136322
Iter 191: MSE - 0.4270588755607605
Iter 192: MSE - 0.4477766156196594
Iter 193: MSE - 0.4658384919166565
Iter 194: MSE - 0.48632708191871643
Iter 195: MSE - 0.49364447593688965
Iter 196: MSE - 0.4798668622970581
Iter 197: MSE - 0.4652877151966095
Iter 198: MSE - 0.470170795917511
Iter 199: MSE - 0.46666383743286133
Iter 200: MSE - 0.45064225792884827
Iter 201: MSE - 0.4426717758178711
Iter 202: MSE - 0.4405204653739929
Iter 203: MSE - 0.4341720938682556
Iter 204: MSE - 0.43236827850341797
Iter 205: MSE - 0.4256509244441986
Iter 206: MSE - 0.42475706338882446
Iter 207: MSE - 0.43456733226776123
Iter 208: MSE - 0.45965585112571716
Iter 209: MSE - 0.42870673537254333
Iter 210: MSE - 0.4237171411514282
Iter 211: MSE - 0.41851216554641724
Iter 212: MSE - 0.427472859621048
Iter 213: MSE - 0.42372438311576843
Iter 214: MSE - 0.4219968616962433
Iter 215: MSE - 0.43290817737579346
Iter 216: MSE - 0.4858771562576294
Iter 217: MSE - 0.4860689342021942
Iter 218: MSE - 0.49239063262939453
Iter 219: MSE - 0.5029047727584839
Iter 220: MSE - 0.49526095390319824
Iter 221: MSE - 0.49513718485832214
Iter 222: MSE - 0.4950665235519409
Iter 223: MSE - 0.495134174823761
Iter 224: MSE - 0.49211886525154114
Iter 225: MSE - 0.4984554350376129
Iter 226: MSE - 0.4917600452899933
Iter 227: MSE - 0.49179205298423767
Iter 228: MSE - 0.5010227560997009
Iter 229: MSE - 0.49522843956947327
Iter 230: MSE - 0.49797552824020386
Iter 231: MSE - 0.49795272946357727
Iter 232: MSE - 0.49918532371520996
Iter 233: MSE - 0.4916534721851349
Iter 234: MSE - 0.494377464056015
Iter 235: MSE - 0.4983060956001282
Iter 236: MSE - 0.4972493648529053
Iter 237: MSE - 0.49332907795906067
Iter 238: MSE - 0.4939282238483429
Iter 239: MSE - 0.4959733784198761
Iter 240: MSE - 0.4904938340187073
Iter 241: MSE - 0.49948549270629883
Iter 242: MSE - 0.5020765066146851
Iter 243: MSE - 0.4961724281311035
Iter 244: MSE - 0.4893529713153839
Iter 245: MSE - 0.4946760833263397
Iter 246: MSE - 0.5012307167053223
Iter 247: MSE - 0.4929211735725403
Iter 248: MSE - 0.4946574866771698
Iter 249: MSE - 0.4979792833328247
Iter 250: MSE - 0.4986371695995331
Iter 251: MSE - 0.49640995264053345
Iter 252: MSE - 0.49306154251098633
Iter 253: MSE - 0.495577871799469
Iter 254: MSE - 0.48863929510116577
Iter 255: MSE - 0.49370917677879333
Iter 256: MSE - 0.491796612739563
Iter 257: MSE - 0.4899824261665344
Iter 258: MSE - 0.5002343058586121
Validating Denoiser. Epoch: 0
Denoiser Model is saved at epoch 0
Training Denoiser. Epoch: 1
Iter 259: MSE - 0.49197012186050415
Iter 260: MSE - 0.49720701575279236
Iter 261: MSE - 0.49249735474586487
Iter 262: MSE - 0.49768373370170593
Iter 263: MSE - 0.49157652258872986
Iter 264: MSE - 0.49484217166900635
Iter 265: MSE - 0.5011677742004395
Iter 266: MSE - 0.4898390769958496
Iter 267: MSE - 0.4984653890132904
Iter 268: MSE - 0.4888780415058136
Iter 269: MSE - 0.49124228954315186
Iter 270: MSE - 0.5019882321357727
Iter 271: MSE - 0.4972743093967438
Iter 272: MSE - 0.4926244914531708
Iter 273: MSE - 0.4972997307777405
Iter 274: MSE - 0.49719423055648804
Iter 275: MSE - 0.49235206842422485
Iter 276: MSE - 0.4995262324810028
Iter 277: MSE - 0.48949411511421204
Iter 278: MSE - 0.49927738308906555
Iter 279: MSE - 0.4929681122303009
Iter 280: MSE - 0.4981952905654907
Iter 281: MSE - 0.4954136908054352
Iter 282: MSE - 0.49913692474365234
Iter 283: MSE - 0.4883670508861542
Iter 284: MSE - 0.49541550874710083
Iter 285: MSE - 0.4870763421058655
Iter 286: MSE - 0.49161502718925476
Iter 287: MSE - 0.5082054138183594
Iter 288: MSE - 0.5037389993667603
Iter 289: MSE - 0.5014446377754211
Iter 290: MSE - 0.4954831302165985
Iter 291: MSE - 0.49830156564712524
Iter 292: MSE - 0.49587109684944153
Iter 293: MSE - 0.4947162866592407
Iter 294: MSE - 0.4978579580783844
Iter 295: MSE - 0.4965875744819641
Iter 296: MSE - 0.49141156673431396
Iter 297: MSE - 0.5043386816978455
Iter 298: MSE - 0.5002919435501099
Iter 299: MSE - 0.4921683669090271
Iter 300: MSE - 0.49471065402030945
Iter 301: MSE - 0.4937995970249176
Iter 302: MSE - 0.4999659061431885
Iter 303: MSE - 0.49585941433906555
Iter 304: MSE - 0.49143412709236145
Iter 305: MSE - 0.4914274513721466
Iter 306: MSE - 0.49438348412513733
Iter 307: MSE - 0.4940193295478821
Iter 308: MSE - 0.4967612326145172
Iter 309: MSE - 0.48942646384239197
Iter 310: MSE - 0.5029641389846802
Iter 311: MSE - 0.49605315923690796
Iter 312: MSE - 0.4973519444465637
Iter 313: MSE - 0.4989488422870636
Iter 314: MSE - 0.5023012757301331
Iter 315: MSE - 0.49119704961776733
Iter 316: MSE - 0.49648699164390564
Iter 317: MSE - 0.4899706542491913
Iter 318: MSE - 0.495686799287796
Iter 319: MSE - 0.49795347452163696
Iter 320: MSE - 0.4947396516799927
Iter 321: MSE - 0.49627014994621277
Iter 322: MSE - 0.4995357394218445
Iter 323: MSE - 0.49492526054382324
Iter 324: MSE - 0.4952082335948944
Iter 325: MSE - 0.49937739968299866
Iter 326: MSE - 0.4954677224159241
Iter 327: MSE - 0.49048852920532227
Iter 328: MSE - 0.49458247423171997
Iter 329: MSE - 0.4887743592262268
Iter 330: MSE - 0.4983941912651062
Iter 331: MSE - 0.507823646068573
Iter 332: MSE - 0.5006356239318848
Iter 333: MSE - 0.4873617887496948
Iter 334: MSE - 0.49856457114219666
Iter 335: MSE - 0.49019911885261536
Iter 336: MSE - 0.49829617142677307
Iter 337: MSE - 0.4925391674041748
Iter 338: MSE - 0.49525341391563416
Iter 339: MSE - 0.4946214556694031
Iter 340: MSE - 0.4976520240306854
Iter 341: MSE - 0.4919508099555969
Iter 342: MSE - 0.49609899520874023
Iter 343: MSE - 0.4933767318725586
Iter 344: MSE - 0.4975551664829254
Iter 345: MSE - 0.4900117814540863
Iter 346: MSE - 0.49770694971084595
Iter 347: MSE - 0.4851258397102356
Iter 348: MSE - 0.494194358587265
Iter 349: MSE - 0.4970279335975647
Iter 350: MSE - 0.5005263090133667
Iter 351: MSE - 0.5006166100502014
Iter 352: MSE - 0.49970337748527527
Iter 353: MSE - 0.49574267864227295
Iter 354: MSE - 0.50099778175354
Iter 355: MSE - 0.49299025535583496
Iter 356: MSE - 0.4903934895992279
Iter 357: MSE - 0.5013124346733093
Iter 358: MSE - 0.4947032630443573
Iter 359: MSE - 0.4887772500514984
Iter 360: MSE - 0.49998950958251953
Iter 361: MSE - 0.49483567476272583
Iter 362: MSE - 0.49780961871147156
Iter 363: MSE - 0.5038986802101135
Iter 364: MSE - 0.5052106380462646
Iter 365: MSE - 0.49895450472831726
Iter 366: MSE - 0.4924975633621216
Iter 367: MSE - 0.49308064579963684
Iter 368: MSE - 0.49048662185668945
Iter 369: MSE - 0.5004705190658569
Iter 370: MSE - 0.4979579448699951
Iter 371: MSE - 0.49468111991882324
Iter 372: MSE - 0.49391093850135803
Iter 373: MSE - 0.5015119314193726
Iter 374: MSE - 0.4944690763950348
Iter 375: MSE - 0.4921267330646515
Iter 376: MSE - 0.4990290701389313
Iter 377: MSE - 0.49814367294311523
Iter 378: MSE - 0.4894600808620453
Iter 379: MSE - 0.499581515789032
Iter 380: MSE - 0.49676936864852905
Iter 381: MSE - 0.4940396547317505
Iter 382: MSE - 0.49753886461257935
Iter 383: MSE - 0.5009897351264954
Iter 384: MSE - 0.49558424949645996
Iter 385: MSE - 0.49977225065231323
Iter 386: MSE - 0.4946689307689667
Iter 387: MSE - 0.49508026242256165
Iter 388: MSE - 0.4938349425792694
Iter 389: MSE - 0.48826465010643005
Iter 390: MSE - 0.5049956440925598
Iter 391: MSE - 0.4950144290924072
Iter 392: MSE - 0.49112576246261597
Iter 393: MSE - 0.4969995617866516
Iter 394: MSE - 0.49417737126350403
Iter 395: MSE - 0.48807477951049805
Iter 396: MSE - 0.5012675523757935
Iter 397: MSE - 0.4938223361968994
Iter 398: MSE - 0.4904673993587494
Iter 399: MSE - 0.4935588538646698
Iter 400: MSE - 0.4953049421310425
Iter 401: MSE - 0.4950007498264313
Iter 402: MSE - 0.49916893243789673
Iter 403: MSE - 0.5006533861160278
Iter 404: MSE - 0.492032915353775
Iter 405: MSE - 0.49439212679862976
Iter 406: MSE - 0.5027052164077759
Iter 407: MSE - 0.49603089690208435
Iter 408: MSE - 0.49864670634269714
Iter 409: MSE - 0.4981093108654022
Iter 410: MSE - 0.49943605065345764
Iter 411: MSE - 0.4950808584690094
Iter 412: MSE - 0.4911653995513916
Iter 413: MSE - 0.49436575174331665
Iter 414: MSE - 0.4905460774898529
Iter 415: MSE - 0.48661017417907715
Iter 416: MSE - 0.5017036199569702
Iter 417: MSE - 0.4974876344203949
Iter 418: MSE - 0.4922927916049957
Iter 419: MSE - 0.4943390488624573
Iter 420: MSE - 0.5019710063934326
Iter 421: MSE - 0.49232617020606995
Iter 422: MSE - 0.49813443422317505
Iter 423: MSE - 0.500621497631073
Iter 424: MSE - 0.4955657720565796
Iter 425: MSE - 0.4874953031539917
Iter 426: MSE - 0.4912949502468109
Iter 427: MSE - 0.493814080953598
Iter 428: MSE - 0.4957091510295868
Iter 429: MSE - 0.49406224489212036
Iter 430: MSE - 0.5044106245040894
Iter 431: MSE - 0.5035578012466431
Iter 432: MSE - 0.4919539988040924
Iter 433: MSE - 0.49381935596466064
Iter 434: MSE - 0.48905235528945923
Iter 435: MSE - 0.5005552172660828
Iter 436: MSE - 0.5010520219802856
Iter 437: MSE - 0.4986647367477417
Iter 438: MSE - 0.49547627568244934
Iter 439: MSE - 0.49051645398139954
Iter 440: MSE - 0.49582648277282715
Iter 441: MSE - 0.4952855408191681
Iter 442: MSE - 0.4920937120914459
Iter 443: MSE - 0.4900754392147064
Iter 444: MSE - 0.4912678003311157
Iter 445: MSE - 0.4964611232280731
Iter 446: MSE - 0.5024917721748352
Iter 447: MSE - 0.5028032064437866
Iter 448: MSE - 0.4867829978466034
Iter 449: MSE - 0.493158757686615
Iter 450: MSE - 0.49300289154052734
Iter 451: MSE - 0.4923345744609833
Iter 452: MSE - 0.49466535449028015
Iter 453: MSE - 0.49448710680007935
Iter 454: MSE - 0.49465271830558777
Iter 455: MSE - 0.4883076846599579
Iter 456: MSE - 0.49021586775779724
Iter 457: MSE - 0.4931851625442505
Iter 458: MSE - 0.48746955394744873
Iter 459: MSE - 0.4939071238040924
Iter 460: MSE - 0.49631476402282715
Iter 461: MSE - 0.4945060610771179
Iter 462: MSE - 0.5070724487304688
Iter 463: MSE - 0.49530771374702454
Iter 464: MSE - 0.5043015480041504
Iter 465: MSE - 0.4999091625213623
Iter 466: MSE - 0.4950213134288788
Iter 467: MSE - 0.49140745401382446
Iter 468: MSE - 0.4937771260738373
Iter 469: MSE - 0.48874711990356445
Iter 470: MSE - 0.49193477630615234
Iter 471: MSE - 0.5013682842254639
Iter 472: MSE - 0.49631252884864807
Iter 473: MSE - 0.4913083016872406
Iter 474: MSE - 0.49392515420913696
Iter 475: MSE - 0.4943300187587738
Iter 476: MSE - 0.5018072724342346
Iter 477: MSE - 0.5027395486831665
Iter 478: MSE - 0.5031235814094543
Iter 479: MSE - 0.49343085289001465
Iter 480: MSE - 0.49214473366737366
Iter 481: MSE - 0.5005950331687927
Iter 482: MSE - 0.49548640847206116
Iter 483: MSE - 0.5001298785209656
Iter 484: MSE - 0.49668070673942566
Iter 485: MSE - 0.5027521252632141
Iter 486: MSE - 0.4954119324684143
Iter 487: MSE - 0.497024267911911
Iter 488: MSE - 0.49247410893440247
Iter 489: MSE - 0.4931221902370453
Iter 490: MSE - 0.5015000700950623
Iter 491: MSE - 0.4973282814025879
Iter 492: MSE - 0.49255919456481934
Iter 493: MSE - 0.49025997519493103
Iter 494: MSE - 0.4983702301979065
Iter 495: MSE - 0.48405247926712036
Iter 496: MSE - 0.5034652352333069
Iter 497: MSE - 0.4944084882736206
Iter 498: MSE - 0.4899721145629883
Iter 499: MSE - 0.4997526705265045
Iter 500: MSE - 0.5004027485847473
Iter 501: MSE - 0.49935322999954224
Iter 502: MSE - 0.5002462267875671
Iter 503: MSE - 0.49556082487106323
Iter 504: MSE - 0.4909288287162781
Iter 505: MSE - 0.49792996048927307
Iter 506: MSE - 0.49994394183158875
Iter 507: MSE - 0.4967478811740875
Iter 508: MSE - 0.4888626039028168
Iter 509: MSE - 0.4908134639263153
Iter 510: MSE - 0.49410855770111084
Iter 511: MSE - 0.4976607859134674
Iter 512: MSE - 0.49328479170799255
Iter 513: MSE - 0.4927048087120056
Iter 514: MSE - 0.4978910982608795
Iter 515: MSE - 0.49693718552589417
Iter 516: MSE - 0.49125558137893677
Iter 517: MSE - 0.49778637290000916
Validating Denoiser. Epoch: 1
Denoiser Model is saved at epoch 1
Training Denoiser. Epoch: 2
Iter 518: MSE - 0.49538785219192505
Iter 519: MSE - 0.5009554028511047
Iter 520: MSE - 0.49508753418922424
Iter 521: MSE - 0.4882408678531647
Iter 522: MSE - 0.4835125505924225
Iter 523: MSE - 0.4895677864551544
Iter 524: MSE - 0.47533389925956726
Iter 525: MSE - 0.48322951793670654
Iter 526: MSE - 0.4982002377510071
Iter 527: MSE - 0.4918462038040161
Iter 528: MSE - 0.5037882924079895
Iter 529: MSE - 0.4946753680706024
Iter 530: MSE - 0.49962422251701355
Iter 531: MSE - 0.48813268542289734
Iter 532: MSE - 0.49320146441459656
Iter 533: MSE - 0.4918004274368286
Iter 534: MSE - 0.4944448471069336
Iter 535: MSE - 0.4924757182598114
Iter 536: MSE - 0.4996853172779083
Iter 537: MSE - 0.49670907855033875
Iter 538: MSE - 0.5008776187896729
Iter 539: MSE - 0.49642878770828247
Iter 540: MSE - 0.49812746047973633
Iter 541: MSE - 0.4981962740421295
Iter 542: MSE - 0.4998498857021332
Iter 543: MSE - 0.4949910342693329
Iter 544: MSE - 0.4932684302330017
Iter 545: MSE - 0.4999670386314392
Iter 546: MSE - 0.49222567677497864
Iter 547: MSE - 0.4963670074939728
Iter 548: MSE - 0.49763378500938416
Iter 549: MSE - 0.4931439459323883
Iter 550: MSE - 0.48957690596580505
Iter 551: MSE - 0.4915955662727356
Iter 552: MSE - 0.4947400689125061
Iter 553: MSE - 0.49812012910842896
Iter 554: MSE - 0.49765637516975403
Iter 555: MSE - 0.4932880103588104
Iter 556: MSE - 0.49604150652885437
Iter 557: MSE - 0.4923475384712219
Iter 558: MSE - 0.4984704256057739
Iter 559: MSE - 0.5024330615997314
Iter 560: MSE - 0.48237282037734985
Iter 561: MSE - 0.499687522649765
Iter 562: MSE - 0.49472716450691223
Iter 563: MSE - 0.49804171919822693
Iter 564: MSE - 0.49320006370544434
Iter 565: MSE - 0.48981815576553345
Iter 566: MSE - 0.49890339374542236
Iter 567: MSE - 0.5001734495162964
Iter 568: MSE - 0.48824524879455566
Iter 569: MSE - 0.5006617307662964
Iter 570: MSE - 0.49571406841278076
Iter 571: MSE - 0.4935685992240906
Iter 572: MSE - 0.49381381273269653
Iter 573: MSE - 0.49588266015052795
Iter 574: MSE - 0.4988057315349579
Iter 575: MSE - 0.4925757944583893
Iter 576: MSE - 0.49443796277046204
Iter 577: MSE - 0.49299779534339905
Iter 578: MSE - 0.5022167563438416
Iter 579: MSE - 0.49483969807624817
Iter 580: MSE - 0.49920183420181274
Iter 581: MSE - 0.4965406358242035
Iter 582: MSE - 0.4918876886367798
Iter 583: MSE - 0.4974137246608734
Iter 584: MSE - 0.4950723350048065
Iter 585: MSE - 0.4946853220462799
Iter 586: MSE - 0.4965148866176605
Iter 587: MSE - 0.4931516647338867
Iter 588: MSE - 0.4948163628578186
Iter 589: MSE - 0.4908006191253662
Iter 590: MSE - 0.5017253756523132
Iter 591: MSE - 0.4961041510105133
Iter 592: MSE - 0.49469253420829773
Iter 593: MSE - 0.4907671809196472
Iter 594: MSE - 0.49636349081993103
Iter 595: MSE - 0.49298322200775146
Iter 596: MSE - 0.49273601174354553
Iter 597: MSE - 0.4909396171569824
Iter 598: MSE - 0.49154695868492126
Iter 599: MSE - 0.4963204860687256
Iter 600: MSE - 0.49630433320999146
Iter 601: MSE - 0.49873092770576477
Iter 602: MSE - 0.49621444940567017
Iter 603: MSE - 0.49322429299354553
Iter 604: MSE - 0.4976079761981964
Iter 605: MSE - 0.5018784403800964
Iter 606: MSE - 0.5019713044166565
Iter 607: MSE - 0.49160656332969666
Iter 608: MSE - 0.5016748309135437
Iter 609: MSE - 0.4998709261417389
Iter 610: MSE - 0.501279354095459
Iter 611: MSE - 0.49645525217056274
Iter 612: MSE - 0.4966937303543091
Iter 613: MSE - 0.49124959111213684
Iter 614: MSE - 0.48625174164772034
Iter 615: MSE - 0.498073011636734
Iter 616: MSE - 0.4973331689834595
Iter 617: MSE - 0.4935777485370636
Iter 618: MSE - 0.4959293603897095
Iter 619: MSE - 0.49562638998031616
Iter 620: MSE - 0.4950101673603058
Iter 621: MSE - 0.49132853746414185
Iter 622: MSE - 0.4930972456932068
Iter 623: MSE - 0.5052984356880188
Iter 624: MSE - 0.49612194299697876
Iter 625: MSE - 0.49688491225242615
Iter 626: MSE - 0.48888033628463745
Iter 627: MSE - 0.4949435889720917
Iter 628: MSE - 0.4970569312572479
Iter 629: MSE - 0.48973220586776733
Iter 630: MSE - 0.4931764304637909
Iter 631: MSE - 0.4946715533733368
Iter 632: MSE - 0.4963192939758301
Iter 633: MSE - 0.5024183988571167
Iter 634: MSE - 0.4947388470172882
Iter 635: MSE - 0.5004718899726868
Iter 636: MSE - 0.49812430143356323
Iter 637: MSE - 0.4922346770763397
Iter 638: MSE - 0.4985780417919159
Iter 639: MSE - 0.49358054995536804
Iter 640: MSE - 0.5013646483421326
Iter 641: MSE - 0.49533000588417053
Iter 642: MSE - 0.4987739324569702
Iter 643: MSE - 0.4900723695755005
Iter 644: MSE - 0.49521759152412415
Iter 645: MSE - 0.49846842885017395
Iter 646: MSE - 0.49125462770462036
Iter 647: MSE - 0.4962921440601349
Iter 648: MSE - 0.5007266998291016
Iter 649: MSE - 0.497783899307251
Iter 650: MSE - 0.5013331174850464
Iter 651: MSE - 0.4997912645339966
Iter 652: MSE - 0.4994625151157379
Iter 653: MSE - 0.4950934946537018
Iter 654: MSE - 0.4882363975048065
Iter 655: MSE - 0.504039466381073
Iter 656: MSE - 0.5027976632118225
Iter 657: MSE - 0.4969507157802582
Iter 658: MSE - 0.49957942962646484
Iter 659: MSE - 0.50135737657547
Iter 660: MSE - 0.491075336933136
Iter 661: MSE - 0.4933830797672272
Iter 662: MSE - 0.4933163821697235
Iter 663: MSE - 0.4948457181453705
Iter 664: MSE - 0.4949069023132324
Iter 665: MSE - 0.49855315685272217
Iter 666: MSE - 0.4930230975151062
Iter 667: MSE - 0.4837964177131653
Iter 668: MSE - 0.49181482195854187
Iter 669: MSE - 0.4955347180366516
Iter 670: MSE - 0.49724191427230835
Iter 671: MSE - 0.49121618270874023
Iter 672: MSE - 0.49363940954208374
Iter 673: MSE - 0.48903146386146545
Iter 674: MSE - 0.493404358625412
Iter 675: MSE - 0.4976944923400879
Iter 676: MSE - 0.4927281439304352
Iter 677: MSE - 0.49369731545448303
Iter 678: MSE - 0.49634912610054016
Iter 679: MSE - 0.4963098466396332
Iter 680: MSE - 0.4987492561340332
Iter 681: MSE - 0.487774133682251
Iter 682: MSE - 0.49611225724220276
Iter 683: MSE - 0.48912790417671204
Iter 684: MSE - 0.49371057748794556
Iter 685: MSE - 0.496554970741272
Iter 686: MSE - 0.5020932555198669
Iter 687: MSE - 0.49171721935272217
Iter 688: MSE - 0.5012323260307312
Iter 689: MSE - 0.4973353445529938
Iter 690: MSE - 0.48712003231048584
Iter 691: MSE - 0.4984602630138397
Iter 692: MSE - 0.4998568892478943
